speech,noise,noise_start,noise_end,SNR,RT60,speech_RIR,noise_RIR,spk_id
dev/aac/id03679/piotNBUjLRY/00209,freesound/crowd/4173__schluppipuppie__street01_L_05_part_16kHz_mono,2410594,2476130,5,0.6567518874599454,dev/aac/id03679/piotNBUjLRY/00209_speechRIR,dev/aac/id03679/piotNBUjLRY/00209_noiseRIR,VOXCELEB2id03679
dev/aac/id00316/dIpE-YSlQws/00090,fma_small/133/133445,207151,270639,3,0.8123360805853788,dev/aac/id00316/dIpE-YSlQws/00090_speechRIR,dev/aac/id00316/dIpE-YSlQws/00090_noiseRIR,VOXCELEB2id00316
dev/aac/id04161/r1jItsZnKRM/00141,fma_small/096/096946,397045,490229,17,0.6950811682787009,dev/aac/id04161/r1jItsZnKRM/00141_speechRIR,dev/aac/id04161/r1jItsZnKRM/00141_noiseRIR,VOXCELEB2id04161
dev/aac/id03773/pm2XN6PfKXQ/00059,fma_small/047/047660,297600,396800,7,0.7457243684394631,dev/aac/id03773/pm2XN6PfKXQ/00059_speechRIR,dev/aac/id03773/pm2XN6PfKXQ/00059_noiseRIR,VOXCELEB2id03773
dev/aac/id01369/hEn2ljF1BAI/00128,freesound/shop/180325__zabuhailo__walk-thru-shop_R_01_part_16kHz_mono,1393945,1467673,17,0.5832275624776841,dev/aac/id01369/hEn2ljF1BAI/00128_speechRIR,dev/aac/id01369/hEn2ljF1BAI/00128_noiseRIR,VOXCELEB2id01369
dev/aac/id06403/L1_v5BU4fzs/00056,BUT/fan/fan_14_L_01_part_16kHz_mono,99200,198400,16,0.8772772154806388,dev/aac/id06403/L1_v5BU4fzs/00056_speechRIR,dev/aac/id06403/L1_v5BU4fzs/00056_noiseRIR,VOXCELEB2id06403
dev/aac/id06403/S-BcIRIXBm0/00087,freesound/music/141189__beedy__shopping-center_L_05_part_16kHz_mono,2579200,2678400,16,0.39730066001244946,dev/aac/id06403/S-BcIRIXBm0/00087_speechRIR,dev/aac/id06403/S-BcIRIXBm0/00087_noiseRIR,VOXCELEB2id06403
dev/aac/id08953/8PMAY0e6iec/00059,musan/noise/free-sound/noise-free-sound-0544,1460,70068,17,0.37251659346812976,dev/aac/id08953/8PMAY0e6iec/00059_speechRIR,dev/aac/id08953/8PMAY0e6iec/00059_noiseRIR,VOXCELEB2id08953
dev/aac/id01894/frLIWPaxNMQ/00091,fma_small/054/054482,297600,396800,16,0.7571519990128963,dev/aac/id01894/frLIWPaxNMQ/00091_speechRIR,dev/aac/id01894/frLIWPaxNMQ/00091_noiseRIR,VOXCELEB2id01894
dev/aac/id03364/pty6f4Tm9-8/00126,freesound/fan/148906__timgormly__a-c-hum_R_01_part_16kHz_mono,199021,293229,5,0.43327439520104843,dev/aac/id03364/pty6f4Tm9-8/00126_speechRIR,dev/aac/id03364/pty6f4Tm9-8/00126_noiseRIR,VOXCELEB2id03364
dev/aac/id06021/JlpYgWu3eEU/00011,fma_small/123/123438,0,99200,19,0.591981060287929,dev/aac/id06021/JlpYgWu3eEU/00011_speechRIR,dev/aac/id06021/JlpYgWu3eEU/00011_noiseRIR,VOXCELEB2id06021
dev/aac/id03884/ZXgHQm5T6jc/00031,fma_small/057/057821,206720,285568,18,0.5703870974847631,dev/aac/id03884/ZXgHQm5T6jc/00031_speechRIR,dev/aac/id03884/ZXgHQm5T6jc/00031_noiseRIR,VOXCELEB2id03884
dev/aac/id03263/eJvCMfO6QPs/00243,fma_small/012/012052,397442,483458,5,0.517493929985279,dev/aac/id03263/eJvCMfO6QPs/00243_speechRIR,dev/aac/id03263/eJvCMfO6QPs/00243_noiseRIR,VOXCELEB2id03263
dev/aac/id06118/IsnX0S_9ZJM/00016,fma_small/123/123835,396800,496000,14,0.35582281672720373,dev/aac/id06118/IsnX0S_9ZJM/00016_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00016_noiseRIR,VOXCELEB2id06118
dev/aac/id03342/xEvnFvGU-Q8/00289,fma_small/041/041812,223718,289254,15,0.40091834125333115,dev/aac/id03342/xEvnFvGU-Q8/00289_speechRIR,dev/aac/id03342/xEvnFvGU-Q8/00289_noiseRIR,VOXCELEB2id03342
dev/aac/id04161/qfCUH3WvL_U/00138,fma_small/119/119592,396800,496000,12,0.8630638383465976,dev/aac/id04161/qfCUH3WvL_U/00138_speechRIR,dev/aac/id04161/qfCUH3WvL_U/00138_noiseRIR,VOXCELEB2id04161
dev/aac/id03267/_XfuZtF21e0/00392,fma_small/009/009505,204710,291750,12,0.6546787620096123,dev/aac/id03267/_XfuZtF21e0/00392_speechRIR,dev/aac/id03267/_XfuZtF21e0/00392_noiseRIR,VOXCELEB2id03267
dev/aac/id06118/IsnX0S_9ZJM/00012,fma_small/110/110452,0,99200,9,0.4385495404545283,dev/aac/id06118/IsnX0S_9ZJM/00012_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00012_noiseRIR,VOXCELEB2id06118
dev/aac/id04358/_zd2bgtxrlw/00266,fma_small/116/116874,99200,198400,7,0.44977293124959694,dev/aac/id04358/_zd2bgtxrlw/00266_speechRIR,dev/aac/id04358/_zd2bgtxrlw/00266_noiseRIR,VOXCELEB2id04358
dev/aac/id03884/QwOwafORS8k/00006,fma_small/114/114042,198400,297600,19,0.7357241300578624,dev/aac/id03884/QwOwafORS8k/00006_speechRIR,dev/aac/id03884/QwOwafORS8k/00006_noiseRIR,VOXCELEB2id03884
dev/aac/id07624/Xl-mzL-ipNs/00365,fma_small/087/087103,318187,384747,11,0.6053349497966725,dev/aac/id07624/Xl-mzL-ipNs/00365_speechRIR,dev/aac/id07624/Xl-mzL-ipNs/00365_noiseRIR,VOXCELEB2id07624
dev/aac/id00827/pFlr9nEk2IY/00124,fma_small/084/084058,198400,297600,6,0.5020501926100382,dev/aac/id00827/pFlr9nEk2IY/00124_speechRIR,dev/aac/id00827/pFlr9nEk2IY/00124_noiseRIR,VOXCELEB2id00827
dev/aac/id04257/WHlPnXrIfCw/00180,fma_small/093/093918,202440,275144,11,0.8982928173148188,dev/aac/id04257/WHlPnXrIfCw/00180_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00180_noiseRIR,VOXCELEB2id04257
dev/aac/id04257/WHlPnXrIfCw/00250,fma_small/014/014736,297600,396800,8,0.8630765545088093,dev/aac/id04257/WHlPnXrIfCw/00250_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00250_noiseRIR,VOXCELEB2id04257
dev/aac/id03267/_XfuZtF21e0/00394,fma_small/122/122628,297600,396800,7,0.3357339141758999,dev/aac/id03267/_XfuZtF21e0/00394_speechRIR,dev/aac/id03267/_XfuZtF21e0/00394_noiseRIR,VOXCELEB2id03267
dev/aac/id03267/_XfuZtF21e0/00378,fma_small/010/010385,23082,93738,5,0.39121423421311,dev/aac/id03267/_XfuZtF21e0/00378_speechRIR,dev/aac/id03267/_XfuZtF21e0/00378_noiseRIR,VOXCELEB2id03267
dev/aac/id00316/T7kodlAL0c0/00074,fma_small/064/064093,0,99200,4,0.4057385915656866,dev/aac/id00316/T7kodlAL0c0/00074_speechRIR,dev/aac/id00316/T7kodlAL0c0/00074_noiseRIR,VOXCELEB2id00316
dev/aac/id09049/OR_O2F_7EL8/00278,fma_small/062/062436,109916,179548,3,0.4912968237208505,dev/aac/id09049/OR_O2F_7EL8/00278_speechRIR,dev/aac/id09049/OR_O2F_7EL8/00278_noiseRIR,VOXCELEB2id09049
dev/aac/id06021/JlpYgWu3eEU/00014,fma_small/129/129186,210820,278404,13,0.7230489518524823,dev/aac/id06021/JlpYgWu3eEU/00014_speechRIR,dev/aac/id06021/JlpYgWu3eEU/00014_noiseRIR,VOXCELEB2id06021
dev/aac/id06511/gJnWNX9G7U8/00395,fma_small/036/036983,99200,198400,9,0.7392529578088092,dev/aac/id06511/gJnWNX9G7U8/00395_speechRIR,dev/aac/id06511/gJnWNX9G7U8/00395_noiseRIR,VOXCELEB2id06511
dev/aac/id06511/vKT3J_zhDj8/00470,fma_small/063/063655,297600,396800,5,0.6248853240104311,dev/aac/id06511/vKT3J_zhDj8/00470_speechRIR,dev/aac/id06511/vKT3J_zhDj8/00470_noiseRIR,VOXCELEB2id06511
dev/aac/id02980/mQR6XSZtKRs/00408,fma_small/048/048465,198400,297600,19,0.857055848384437,dev/aac/id02980/mQR6XSZtKRs/00408_speechRIR,dev/aac/id02980/mQR6XSZtKRs/00408_noiseRIR,VOXCELEB2id02980
dev/aac/id03679/piotNBUjLRY/00211,fma_small/144/144939,99200,198400,15,0.7178055032749309,dev/aac/id03679/piotNBUjLRY/00211_speechRIR,dev/aac/id03679/piotNBUjLRY/00211_noiseRIR,VOXCELEB2id03679
dev/aac/id03342/xEvnFvGU-Q8/00275,freesound/crowd/141189__beedy__shopping-center_R_05_part_16kHz_mono,1686400,1785600,14,0.49106127243932474,dev/aac/id03342/xEvnFvGU-Q8/00275_speechRIR,dev/aac/id03342/xEvnFvGU-Q8/00275_noiseRIR,VOXCELEB2id03342
dev/aac/id04257/WHlPnXrIfCw/00184,freesound/city/173955__saphe__street-scene-3_L_01_part_16kHz_mono,2283090,2379346,4,0.5417993711346443,dev/aac/id04257/WHlPnXrIfCw/00184_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00184_noiseRIR,VOXCELEB2id04257
dev/aac/id02980/URK2EWm5mvI/00129,fma_small/040/040909,300633,366169,14,0.5883476292651272,dev/aac/id02980/URK2EWm5mvI/00129_speechRIR,dev/aac/id02980/URK2EWm5mvI/00129_noiseRIR,VOXCELEB2id02980
dev/aac/id04257/nEx5nzWp9lA/00380,fma_small/064/064536,198400,297600,17,0.6403122457583483,dev/aac/id04257/nEx5nzWp9lA/00380_speechRIR,dev/aac/id04257/nEx5nzWp9lA/00380_noiseRIR,VOXCELEB2id04257
dev/aac/id03679/fN9xVNqMfSU/00153,fma_small/064/064556,99200,198400,15,0.38205259413002407,dev/aac/id03679/fN9xVNqMfSU/00153_speechRIR,dev/aac/id03679/fN9xVNqMfSU/00153_noiseRIR,VOXCELEB2id03679
dev/aac/id04257/nEx5nzWp9lA/00390,fma_small/111/111188,396800,496000,11,0.39062142095225666,dev/aac/id04257/nEx5nzWp9lA/00390_speechRIR,dev/aac/id04257/nEx5nzWp9lA/00390_noiseRIR,VOXCELEB2id04257
dev/aac/id09049/yqstbrExqkg/00489,fma_small/036/036257,225063,295719,9,0.8542361990882579,dev/aac/id09049/yqstbrExqkg/00489_speechRIR,dev/aac/id09049/yqstbrExqkg/00489_noiseRIR,VOXCELEB2id09049
dev/aac/id07624/EORU15Sh3Nw/00106,fma_small/071/071709,99200,198400,13,0.8122559717694118,dev/aac/id07624/EORU15Sh3Nw/00106_speechRIR,dev/aac/id07624/EORU15Sh3Nw/00106_noiseRIR,VOXCELEB2id07624
dev/aac/id04257/WHlPnXrIfCw/00219,freesound/office/211945__qubodup__the-office_R_02_part_16kHz_mono,1289812,1377876,6,0.5937049488786406,dev/aac/id04257/WHlPnXrIfCw/00219_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00219_noiseRIR,VOXCELEB2id04257
dev/aac/id03884/nzmAav8yCkI/00039,freesound/crowd/147947__bmoreno__0129-big-shop_R_01_part_16kHz_mono,1114647,1183255,12,0.3461680295338703,dev/aac/id03884/nzmAav8yCkI/00039_speechRIR,dev/aac/id03884/nzmAav8yCkI/00039_noiseRIR,VOXCELEB2id03884
dev/aac/id00701/d0kBe_V_Gnw/00083,BUT/home/WashingMachine01_L_02_part_16kHz_mono,3769600,3868800,14,0.5759507515034338,dev/aac/id00701/d0kBe_V_Gnw/00083_speechRIR,dev/aac/id00701/d0kBe_V_Gnw/00083_noiseRIR,VOXCELEB2id00701
dev/aac/id04358/r9pJcrMSeDo/00461,fma_small/054/054470,304393,393481,12,0.6183846286971645,dev/aac/id04358/r9pJcrMSeDo/00461_speechRIR,dev/aac/id04358/r9pJcrMSeDo/00461_noiseRIR,VOXCELEB2id04358
dev/aac/id06511/UdQPVyjAC5Y/00311,fma_small/044/044854,11983,82639,13,0.778132018302422,dev/aac/id06511/UdQPVyjAC5Y/00311_speechRIR,dev/aac/id06511/UdQPVyjAC5Y/00311_noiseRIR,VOXCELEB2id06511
dev/aac/id05696/2YkmfO2itoo/00011,freesound/music/141189__beedy__shopping-center_L_05_part_16kHz_mono,2281600,2380800,3,0.37460979724238763,dev/aac/id05696/2YkmfO2itoo/00011_speechRIR,dev/aac/id05696/2YkmfO2itoo/00011_noiseRIR,VOXCELEB2id05696
dev/aac/id03679/piotNBUjLRY/00230,fma_small/112/112768,2177,65665,18,0.8522527647573002,dev/aac/id03679/piotNBUjLRY/00230_speechRIR,dev/aac/id03679/piotNBUjLRY/00230_noiseRIR,VOXCELEB2id03679
dev/aac/id03994/tn-lAVd0u5c/00447,fma_small/085/085836,117843,181331,9,0.819641202634446,dev/aac/id03994/tn-lAVd0u5c/00447_speechRIR,dev/aac/id03994/tn-lAVd0u5c/00447_noiseRIR,VOXCELEB2id03994
dev/aac/id06118/IsnX0S_9ZJM/00018,fma_small/111/111871,396800,496000,4,0.7609695855700569,dev/aac/id06118/IsnX0S_9ZJM/00018_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00018_noiseRIR,VOXCELEB2id06118
dev/aac/id03267/miUzmEnVUK4/00448,freesound/restaurant/67191__benboncan__supermarket-cafe_L_03_part_16kHz_mono,900039,973767,13,0.8436308692028902,dev/aac/id03267/miUzmEnVUK4/00448_speechRIR,dev/aac/id03267/miUzmEnVUK4/00448_noiseRIR,VOXCELEB2id03267
dev/aac/id04161/qfCUH3WvL_U/00136,freesound/motor/29586__willpio__parking-2_R_01_part_16kHz_mono,99200,198400,10,0.7936801708808656,dev/aac/id04161/qfCUH3WvL_U/00136_speechRIR,dev/aac/id04161/qfCUH3WvL_U/00136_noiseRIR,VOXCELEB2id04161
dev/aac/id05696/2YkmfO2itoo/00012,fma_small/114/114373,0,99200,10,0.7449998144689018,dev/aac/id05696/2YkmfO2itoo/00012_speechRIR,dev/aac/id05696/2YkmfO2itoo/00012_noiseRIR,VOXCELEB2id05696
dev/aac/id03884/nzmAav8yCkI/00048,fma_small/079/079741,198400,297600,13,0.8267856072401323,dev/aac/id03884/nzmAav8yCkI/00048_speechRIR,dev/aac/id03884/nzmAav8yCkI/00048_noiseRIR,VOXCELEB2id03884
dev/aac/id03679/piotNBUjLRY/00249,fma_small/021/021997,297600,396800,8,0.8869409732797191,dev/aac/id03679/piotNBUjLRY/00249_speechRIR,dev/aac/id03679/piotNBUjLRY/00249_noiseRIR,VOXCELEB2id03679
dev/aac/id03532/G_3VhDyEvig/00141,fma_small/105/105717,198400,297600,3,0.7412147257690588,dev/aac/id03532/G_3VhDyEvig/00141_speechRIR,dev/aac/id03532/G_3VhDyEvig/00141_noiseRIR,VOXCELEB2id03532
dev/aac/id04257/WHlPnXrIfCw/00181,fma_small/131/131021,417588,495412,9,0.5894860107263334,dev/aac/id04257/WHlPnXrIfCw/00181_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00181_noiseRIR,VOXCELEB2id04257
dev/aac/id00316/T7kodlAL0c0/00069,fma_small/117/117966,0,99200,18,0.7508971968281648,dev/aac/id00316/T7kodlAL0c0/00069_speechRIR,dev/aac/id00316/T7kodlAL0c0/00069_noiseRIR,VOXCELEB2id00316
dev/aac/id08065/7p_glp5yoC0/00042,fma_small/040/040244,396800,496000,13,0.8131456045813137,dev/aac/id08065/7p_glp5yoC0/00042_speechRIR,dev/aac/id08065/7p_glp5yoC0/00042_noiseRIR,VOXCELEB2id08065
dev/aac/id03773/pm2XN6PfKXQ/00064,fma_small/109/109974,403641,489657,9,0.6641740357291737,dev/aac/id03773/pm2XN6PfKXQ/00064_speechRIR,dev/aac/id03773/pm2XN6PfKXQ/00064_noiseRIR,VOXCELEB2id03773
dev/aac/id06118/IsnX0S_9ZJM/00019,fma_small/012/012692,414024,480584,19,0.6229497197697208,dev/aac/id06118/IsnX0S_9ZJM/00019_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00019_noiseRIR,VOXCELEB2id06118
dev/aac/id02499/maKLqQ-SrSg/00198,fma_small/094/094465,305115,384987,7,0.37839916927144945,dev/aac/id02499/maKLqQ-SrSg/00198_speechRIR,dev/aac/id02499/maKLqQ-SrSg/00198_noiseRIR,VOXCELEB2id02499
dev/aac/id06118/IsnX0S_9ZJM/00020,fma_small/057/057648,203460,290500,9,0.33023840735307947,dev/aac/id06118/IsnX0S_9ZJM/00020_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00020_noiseRIR,VOXCELEB2id06118
dev/aac/id04358/vn4n_lHyVr0/00464,fma_small/045/045516,11490,74978,3,0.677588108016051,dev/aac/id04358/vn4n_lHyVr0/00464_speechRIR,dev/aac/id04358/vn4n_lHyVr0/00464_noiseRIR,VOXCELEB2id04358
dev/aac/id03679/fN9xVNqMfSU/00152,fma_small/043/043028,101329,185297,16,0.7144097754533345,dev/aac/id03679/fN9xVNqMfSU/00152_speechRIR,dev/aac/id03679/fN9xVNqMfSU/00152_noiseRIR,VOXCELEB2id03679
dev/aac/id01894/iejrtKk2zlc/00115,fma_small/032/032435,307922,384722,18,0.3068584470387489,dev/aac/id01894/iejrtKk2zlc/00115_speechRIR,dev/aac/id01894/iejrtKk2zlc/00115_noiseRIR,VOXCELEB2id01894
dev/aac/id03342/DB3IIVBqCiM/00041,freesound/workshop/189817__iankath__general-atmosphere-of-metal-fabrication-workshop_L_06_part_16kHz_mono,1407840,1471328,3,0.8975210877615363,dev/aac/id03342/DB3IIVBqCiM/00041_speechRIR,dev/aac/id03342/DB3IIVBqCiM/00041_noiseRIR,VOXCELEB2id03342
dev/aac/id03679/piotNBUjLRY/00216,freesound/crowd/252705__blaukreuz__140812-vienna-cafezentral-f_R_01_part_16kHz_mono,208940,279596,12,0.7299097955491824,dev/aac/id03679/piotNBUjLRY/00216_speechRIR,dev/aac/id03679/piotNBUjLRY/00216_noiseRIR,VOXCELEB2id03679
dev/aac/id08065/7p_glp5yoC0/00061,fma_small/054/054159,99200,198400,4,0.7727654398170789,dev/aac/id08065/7p_glp5yoC0/00061_speechRIR,dev/aac/id08065/7p_glp5yoC0/00061_noiseRIR,VOXCELEB2id08065
dev/aac/id08065/7p_glp5yoC0/00065,musan/noise/free-sound/noise-free-sound-0151,817250,884834,15,0.4482682034308326,dev/aac/id08065/7p_glp5yoC0/00065_speechRIR,dev/aac/id08065/7p_glp5yoC0/00065_noiseRIR,VOXCELEB2id08065
dev/aac/id00592/Q_iUlm49nr8/00090,fma_small/115/115724,15623,88327,9,0.46034161053568745,dev/aac/id00592/Q_iUlm49nr8/00090_speechRIR,dev/aac/id00592/Q_iUlm49nr8/00090_noiseRIR,VOXCELEB2id00592
dev/aac/id06960/iL3P1Rfr5Kc/00181,fma_small/145/145758,411428,492324,8,0.5633397542425064,dev/aac/id06960/iL3P1Rfr5Kc/00181_speechRIR,dev/aac/id06960/iL3P1Rfr5Kc/00181_noiseRIR,VOXCELEB2id06960
dev/aac/id06829/Ho5Z9KcCMd8/00082,freesound/crowd/252705__blaukreuz__140812-vienna-cafezentral-f_R_01_part_16kHz_mono,217407,280895,13,0.5873724331792778,dev/aac/id06829/Ho5Z9KcCMd8/00082_speechRIR,dev/aac/id06829/Ho5Z9KcCMd8/00082_noiseRIR,VOXCELEB2id06829
dev/aac/id00649/c-BvpV9twsU/00061,fma_small/097/097697,200128,266688,17,0.47229997492090825,dev/aac/id00649/c-BvpV9twsU/00061_speechRIR,dev/aac/id00649/c-BvpV9twsU/00061_noiseRIR,VOXCELEB2id00649
dev/aac/id06794/rxDi7H9Gt5M/00151,fma_small/149/149370,227367,292903,12,0.8926530376245541,dev/aac/id06794/rxDi7H9Gt5M/00151_speechRIR,dev/aac/id06794/rxDi7H9Gt5M/00151_noiseRIR,VOXCELEB2id06794
dev/aac/id08569/BA1hL2j7biw/00105,fma_small/137/137212,113,98417,12,0.5605345271401259,dev/aac/id08569/BA1hL2j7biw/00105_speechRIR,dev/aac/id08569/BA1hL2j7biw/00105_noiseRIR,VOXCELEB2id08569
dev/aac/id06511/Cs9So5se3-w/00089,fma_small/122/122533,211826,289650,10,0.6458500367863687,dev/aac/id06511/Cs9So5se3-w/00089_speechRIR,dev/aac/id06511/Cs9So5se3-w/00089_noiseRIR,VOXCELEB2id06511
dev/aac/id06381/DI_RAy0wqdU/00021,freesound/crowd/4173__schluppipuppie__street01_L_01_part_16kHz_mono,3787641,3853177,4,0.8920577357594011,dev/aac/id06381/DI_RAy0wqdU/00021_speechRIR,dev/aac/id06381/DI_RAy0wqdU/00021_noiseRIR,VOXCELEB2id06381
dev/aac/id02996/UWeWpeuPMPw/00030,fma_small/054/054150,313268,381876,18,0.4428457427804108,dev/aac/id02996/UWeWpeuPMPw/00030_speechRIR,dev/aac/id02996/UWeWpeuPMPw/00030_noiseRIR,VOXCELEB2id02996
dev/aac/id06357/NTKRQyo0icE/00033,fma_small/061/061589,3806,88798,17,0.7064002308142019,dev/aac/id06357/NTKRQyo0icE/00033_speechRIR,dev/aac/id06357/NTKRQyo0icE/00033_noiseRIR,VOXCELEB2id06357
dev/aac/id03060/iUYYP3igZak/00200,musan/noise/free-sound/noise-free-sound-0699,893322,991626,19,0.4757636687039582,dev/aac/id03060/iUYYP3igZak/00200_speechRIR,dev/aac/id03060/iUYYP3igZak/00200_noiseRIR,VOXCELEB2id03060
dev/aac/id07080/FOsXuonKZCo/00096,fma_small/012/012346,224222,294878,7,0.8892373472393709,dev/aac/id07080/FOsXuonKZCo/00096_speechRIR,dev/aac/id07080/FOsXuonKZCo/00096_noiseRIR,VOXCELEB2id07080
dev/aac/id06409/zmhl3I7G1wk/00141,fma_small/126/126014,20059,84571,11,0.5895674457613176,dev/aac/id06409/zmhl3I7G1wk/00141_speechRIR,dev/aac/id06409/zmhl3I7G1wk/00141_noiseRIR,VOXCELEB2id06409
dev/aac/id00465/Gc9lIjuaNLw/00021,fma_small/053/053496,411869,490717,6,0.4554897924943827,dev/aac/id00465/Gc9lIjuaNLw/00021_speechRIR,dev/aac/id00465/Gc9lIjuaNLw/00021_noiseRIR,VOXCELEB2id00465
dev/aac/id08282/ObqA6lOiZdY/00131,fma_small/066/066187,0,99200,6,0.651321005837977,dev/aac/id08282/ObqA6lOiZdY/00131_speechRIR,dev/aac/id08282/ObqA6lOiZdY/00131_noiseRIR,VOXCELEB2id08282
dev/aac/id04379/KYGmGcKP618/00058,fma_small/105/105443,408255,484031,19,0.3249140642889428,dev/aac/id04379/KYGmGcKP618/00058_speechRIR,dev/aac/id04379/KYGmGcKP618/00058_noiseRIR,VOXCELEB2id04379
dev/aac/id05584/VSRGTHy-zSY/00159,freesound/library/169657__leossom__raininfrontmywindow-beatytunder-2010-deplop60pcsoftened-part3_L_01_part_16kHz_mono,1194209,1289441,10,0.4329192925583989,dev/aac/id05584/VSRGTHy-zSY/00159_speechRIR,dev/aac/id05584/VSRGTHy-zSY/00159_noiseRIR,VOXCELEB2id05584
dev/aac/id01682/O79ynNNnjX4/00043,fma_small/069/069197,198400,297600,7,0.5585326637633607,dev/aac/id01682/O79ynNNnjX4/00043_speechRIR,dev/aac/id01682/O79ynNNnjX4/00043_noiseRIR,VOXCELEB2id01682
dev/aac/id09162/mrSDcYOdyn0/00042,fma_small/125/125620,112582,191430,11,0.893776674474041,dev/aac/id09162/mrSDcYOdyn0/00042_speechRIR,dev/aac/id09162/mrSDcYOdyn0/00042_noiseRIR,VOXCELEB2id09162
dev/aac/id03342/xEvnFvGU-Q8/00282,freesound/restaurant/171370__klankbeeld__coffee-corner-calm-001_L_01_part_16kHz_mono,3078561,3150241,11,0.60507815853738,dev/aac/id03342/xEvnFvGU-Q8/00282_speechRIR,dev/aac/id03342/xEvnFvGU-Q8/00282_noiseRIR,VOXCELEB2id03342
dev/aac/id06724/jvdrFIgX_pA/00349,musan/noise/free-sound/noise-free-sound-0324,496000,595200,8,0.4971006275095678,dev/aac/id06724/jvdrFIgX_pA/00349_speechRIR,dev/aac/id06724/jvdrFIgX_pA/00349_noiseRIR,VOXCELEB2id06724
dev/aac/id07276/T5S3a_go2R4/00130,fma_small/129/129048,305004,385900,4,0.6899018356125846,dev/aac/id07276/T5S3a_go2R4/00130_speechRIR,dev/aac/id07276/T5S3a_go2R4/00130_noiseRIR,VOXCELEB2id07276
dev/aac/id06029/WlZ22LarT_I/00026,fma_small/006/006856,309979,395995,3,0.36404033869078944,dev/aac/id06029/WlZ22LarT_I/00026_speechRIR,dev/aac/id06029/WlZ22LarT_I/00026_noiseRIR,VOXCELEB2id06029
dev/aac/id03342/DB3IIVBqCiM/00035,fma_small/126/126316,297600,396800,15,0.3294212949096101,dev/aac/id03342/DB3IIVBqCiM/00035_speechRIR,dev/aac/id03342/DB3IIVBqCiM/00035_noiseRIR,VOXCELEB2id03342
dev/aac/id07956/3yg9eMLEDxQ/00013,fma_small/145/145258,103505,190545,7,0.49091979248819223,dev/aac/id07956/3yg9eMLEDxQ/00013_speechRIR,dev/aac/id07956/3yg9eMLEDxQ/00013_noiseRIR,VOXCELEB2id07956
dev/aac/id05696/PU-BSKDzjgc/00331,fma_small/029/029128,99200,198400,18,0.8306925765354254,dev/aac/id05696/PU-BSKDzjgc/00331_speechRIR,dev/aac/id05696/PU-BSKDzjgc/00331_noiseRIR,VOXCELEB2id05696
dev/aac/id08282/WF9O1kvoYqc/00202,fma_small/006/006469,12440,76952,19,0.8883695557717592,dev/aac/id08282/WF9O1kvoYqc/00202_speechRIR,dev/aac/id08282/WF9O1kvoYqc/00202_noiseRIR,VOXCELEB2id08282
dev/aac/id06118/IsnX0S_9ZJM/00014,freesound/fan/195852__klankbeeld__large-climate-control-system-cambium-college-130626-03_R_03_part_16kHz_mono,598211,685251,10,0.6423949946338097,dev/aac/id06118/IsnX0S_9ZJM/00014_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00014_noiseRIR,VOXCELEB2id06118
dev/aac/id03342/DB3IIVBqCiM/00038,fma_small/127/127914,317418,382954,14,0.4903594937123742,dev/aac/id03342/DB3IIVBqCiM/00038_speechRIR,dev/aac/id03342/DB3IIVBqCiM/00038_noiseRIR,VOXCELEB2id03342
dev/aac/id00385/SJHYNp69OkY/00190,fma_small/116/116547,0,99200,11,0.35436185989636126,dev/aac/id00385/SJHYNp69OkY/00190_speechRIR,dev/aac/id00385/SJHYNp69OkY/00190_noiseRIR,VOXCELEB2id00385
dev/aac/id03263/eJvCMfO6QPs/00237,freesound/city/12056__medialint__2005dec06-market-montgomery-sanfrancisco-5pm_R_01_part_16kHz_mono,105982,187902,18,0.7727606211327149,dev/aac/id03263/eJvCMfO6QPs/00237_speechRIR,dev/aac/id03263/eJvCMfO6QPs/00237_noiseRIR,VOXCELEB2id03263
dev/aac/id04904/trBU9Fj1TzQ/00053,fma_small/048/048456,400925,484893,7,0.5184266673230323,dev/aac/id04904/trBU9Fj1TzQ/00053_speechRIR,dev/aac/id04904/trBU9Fj1TzQ/00053_noiseRIR,VOXCELEB2id04904
dev/aac/id04257/nEx5nzWp9lA/00381,fma_small/130/130347,0,99200,7,0.7308605086546514,dev/aac/id04257/nEx5nzWp9lA/00381_speechRIR,dev/aac/id04257/nEx5nzWp9lA/00381_noiseRIR,VOXCELEB2id04257
dev/aac/id00770/KZjy-K4twmc/00113,fma_small/044/044949,14748,86428,15,0.7236276762313067,dev/aac/id00770/KZjy-K4twmc/00113_speechRIR,dev/aac/id00770/KZjy-K4twmc/00113_noiseRIR,VOXCELEB2id00770
